invoice_no;customer_id;gender;age;category;quantity;price;payment_method;invoice_date;shopping_mall;Total_Amount;year;month;YearMonth;Quarter_of_Year;Age_Group
I244311;C204727;Female;23;Cosmetics;1;40.66;Cash;11/03/2022;Metrocity;40.66;2022;3;2022-03;1;Young
I208028;C325158;Female;48;Technology;5;5250;Credit Card;3/03/2022;Cevahir AVM;26250;2022;3;2022-03;1;Senior
I201268;C649525;Male;64;Souvenir;1;11.73;Cash;31/05/2022;Kanyon;11.73;2022;5;2022-05;2;Senior
I406982;C283221;Female;50;Clothing;2;600.16;Credit Card;23/01/2021;Mall of Istanbul;1200.32;2021;1;2021-01;1;Senior
I259335;C153509;Female;42;Cosmetics;2;81.32;Cash;17/02/2022;Metrocity;162.64;2022;2;2022-02;1;Adult
I278596;C290548;Male;43;Clothing;3;900.24;Cash;12/05/2021;Mall of Istanbul;2700.72;2021;5;2021-05;2;Adult
I156920;C133134;Female;25;Clothing;3;900.24;Credit Card;26/06/2022;Mall of Istanbul;2700.72;2022;6;2022-06;2;Adult
I189797;C245539;Male;66;Clothing;3;900.24;Debit Card;22/10/2021;Metropol AVM;2700.72;2021;10;2021-10;4;Senior
I283099;C110711;Female;41;Food & Beverage;1;5.23;Cash;12/12/2021;Kanyon;5.23;2021;12;2021-12;4;Adult
I108662;C141093;Female;37;Cosmetics;3;121.98;Cash;16/09/2021;Metropol AVM;365.94;2021;9;2021-09;3;Adult
I443008;C299644;Female;43;Clothing;3;900.24;Credit Card;30/08/2021;Metropol AVM;2700.72;2021;8;2021-08;3;Adult
I756144;C141285;Female;19;Clothing;2;600.16;Credit Card;29/11/2021;Kanyon;1200.32;2021;11;2021-11;4;Young
I148225;C120095;Female;64;Technology;4;4200;Credit Card;7/06/2021;Mall of Istanbul;16800;2021;6;2021-06;2;Senior
I187159;C130462;Female;39;Shoes;5;3000.85;Debit Card;18/09/2021;Forum Istanbul;15004.25;2021;9;2021-09;3;Adult
I265543;C116092;Female;21;Cosmetics;2;81.32;Credit Card;3/10/2022;Mall of Istanbul;162.64;2022;10;2022-10;4;Young
I169324;C152098;Male;51;Food & Beverage;3;15.69;Cash;14/03/2022;Emaar Square Mall;47.07;2022;3;2022-03;1;Senior
I186033;C766767;Male;67;Books;5;75.75;Cash;12/01/2023;Kanyon;378.75;2023;1;2023-01;1;Senior
I307337;C322195;Male;54;Shoes;3;1800.51;Debit Card;25/02/2023;Metropol AVM;5401.53;2023;2;2023-02;1;Senior
I988233;C114713;Female;21;Food & Beverage;2;10.46;Cash;1/11/2021;Forum Istanbul;20.92;2021;11;2021-11;4;Young
I713320;C189364;Male;29;Technology;1;1050;Debit Card;23/11/2021;Zorlu Center;1050;2021;11;2021-11;4;Adult
I187305;C150584;Female;32;Shoes;3;1800.51;Debit Card;12/03/2022;Kanyon;5401.53;2022;3;2022-03;1;Adult
I193430;C275695;Female;55;Clothing;4;1200.32;Credit Card;12/05/2021;Metrocity;4801.28;2021;5;2021-05;2;Senior
I202249;C614595;Male;24;Souvenir;4;46.92;Cash;30/10/2022;Istinye Park;187.68;2022;10;2022-10;4;Young
I910927;C300832;Male;37;Clothing;3;900.24;Credit Card;16/01/2023;Kanyon;2700.72;2023;1;2023-01;1;Adult
I602106;C241238;Female;53;Shoes;5;3000.85;Credit Card;26/08/2022;Istinye Park;15004.25;2022;8;2022-08;3;Senior
I289972;C182162;Female;43;Food & Beverage;5;26.15;Debit Card;26/11/2022;Istinye Park;130.75;2022;11;2022-11;4;Adult
I109018;C328169;Female;39;Toys;3;107.52;Credit Card;9/07/2021;Metropol AVM;322.56;2021;7;2021-07;3;Adult
I333269;C121380;Female;37;Shoes;3;1800.51;Debit Card;26/05/2021;Viaport Outlet;5401.53;2021;5;2021-05;2;Adult
I586154;C788630;Female;58;Food & Beverage;1;5.23;Cash;14/12/2021;Istinye Park;5.23;2021;12;2021-12;4;Senior
I264725;C143781;Male;28;Toys;1;35.84;Credit Card;15/07/2022;Mall of Istanbul;35.84;2022;7;2022-07;3;Adult
I291281;C285797;Male;45;Technology;1;1050;Credit Card;14/04/2022;Metropol AVM;1050;2022;4;2022-04;2;Adult
I144506;C174330;Female;21;Clothing;4;1200.32;Cash;16/01/2021;Istinye Park;4801.28;2021;1;2021-01;1;Young
I205315;C430942;Female;39;Cosmetics;5;203.3;Cash;3/06/2022;Zorlu Center;1016.5;2022;6;2022-06;2;Adult
I211823;C270543;Male;23;Clothing;5;1500.4;Debit Card;16/03/2021;Zorlu Center;7502;2021;3;2021-03;1;Young
I160370;C102275;Male;41;Clothing;1;300.08;Credit Card;7/02/2022;Metrocity;300.08;2022;2;2022-02;1;Adult
I526871;C841591;Female;26;Food & Beverage;2;10.46;Credit Card;12/04/2021;Metropol AVM;20.92;2021;4;2021-04;2;Adult
I275001;C162681;Male;51;Toys;4;143.36;Debit Card;4/05/2022;Cevahir AVM;573.44;2022;5;2022-05;2;Senior
I129187;C716629;Male;49;Cosmetics;2;81.32;Cash;6/08/2022;Forum Istanbul;162.64;2022;8;2022-08;3;Senior
I292336;C512978;Male;45;Clothing;4;1200.32;Cash;9/05/2022;Forum Istanbul;4801.28;2022;5;2022-05;2;Adult
I122881;C289069;Male;33;Cosmetics;5;203.3;Cash;22/05/2021;Forum Istanbul;1016.5;2021;5;2021-05;2;Adult
I240283;C812425;Female;53;Shoes;4;2400.68;Cash;10/01/2023;Metropol AVM;9602.72;2023;1;2023-01;1;Senior
I204229;C200576;Female;32;Cosmetics;1;40.66;Credit Card;25/04/2022;Cevahir AVM;40.66;2022;4;2022-04;2;Adult
I110467;C155221;Male;40;Clothing;1;300.08;Cash;8/10/2022;Mall of Istanbul;300.08;2022;10;2022-10;4;Adult
I316054;C251062;Male;60;Clothing;5;1500.4;Debit Card;13/10/2022;Kanyon;7502;2022;10;2022-10;4;Senior
I203525;C335061;Female;37;Clothing;1;300.08;Cash;8/09/2022;Metropol AVM;300.08;2022;9;2022-09;3;Adult
I186437;C283983;Female;56;Technology;5;5250;Debit Card;5/12/2022;Kanyon;26250;2022;12;2022-12;4;Senior
I136489;C315999;Female;55;Clothing;2;600.16;Credit Card;13/03/2022;Metropol AVM;1200.32;2022;3;2022-03;1;Senior
I125636;C987230;Male;68;Books;1;15.15;Debit Card;16/05/2021;Kanyon;15.15;2021;5;2021-05;2;Senior
I310984;C921649;Female;54;Cosmetics;2;81.32;Credit Card;26/12/2021;Metrocity;162.64;2021;12;2021-12;4;Senior
I329288;C327823;Female;56;Food & Beverage;3;15.69;Credit Card;12/05/2022;Mall of Istanbul;47.07;2022;5;2022-05;2;Senior
I278935;C203598;Male;27;Toys;2;71.68;Cash;14/12/2022;Cevahir AVM;143.36;2022;12;2022-12;4;Adult
I243503;C224753;Female;41;Toys;1;35.84;Debit Card;18/09/2021;Kanyon;35.84;2021;9;2021-09;3;Adult
I214040;C270797;Male;59;Shoes;4;2400.68;Credit Card;16/11/2022;Istinye Park;9602.72;2022;11;2022-11;4;Senior
I135338;C249974;Male;62;Clothing;1;300.08;Credit Card;19/10/2022;Viaport Outlet;300.08;2022;10;2022-10;4;Senior
I103926;C132495;Male;32;Cosmetics;2;81.32;Credit Card;17/08/2022;Emaar Square Mall;162.64;2022;8;2022-08;3;Adult
I200763;C304747;Male;47;Cosmetics;2;81.32;Debit Card;23/12/2021;Kanyon;162.64;2021;12;2021-12;4;Senior
I210726;C266724;Female;42;Technology;5;5250;Cash;16/11/2021;Cevahir AVM;26250;2021;11;2021-11;4;Adult
I140666;C494615;Male;33;Food & Beverage;3;15.69;Cash;2/08/2021;Metrocity;47.07;2021;8;2021-08;3;Adult
I328455;C252265;Male;66;Technology;5;5250;Credit Card;17/02/2021;Mall of Istanbul;26250;2021;2;2021-02;1;Senior
I289097;C319806;Female;55;Cosmetics;5;203.3;Cash;6/05/2021;Mall of Istanbul;1016.5;2021;5;2021-05;2;Senior
I173201;C219548;Female;24;Food & Beverage;4;20.92;Credit Card;3/10/2022;Emaar Square Mall;83.68;2022;10;2022-10;4;Young
I203880;C184052;Female;64;Toys;5;179.2;Debit Card;15/06/2021;Mall of Istanbul;896;2021;6;2021-06;2;Senior
I695490;C206253;Female;27;Shoes;5;3000.85;Debit Card;14/02/2021;Metrocity;15004.25;2021;2;2021-02;1;Adult
I788206;C249725;Female;62;Cosmetics;2;81.32;Credit Card;21/02/2023;Istinye Park;162.64;2023;2;2023-02;1;Senior
I935474;C224881;Female;68;Cosmetics;2;81.32;Debit Card;3/09/2022;Metropol AVM;162.64;2022;9;2022-09;3;Senior
I308383;C321914;Female;62;Cosmetics;3;121.98;Credit Card;20/09/2021;Kanyon;365.94;2021;9;2021-09;3;Senior
I335039;C209245;Male;36;Souvenir;1;11.73;Cash;9/05/2022;Istinye Park;11.73;2022;5;2022-05;2;Adult
I375865;C130895;Male;64;Clothing;3;900.24;Credit Card;30/05/2022;Kanyon;2700.72;2022;5;2022-05;2;Senior
I300065;C207573;Male;22;Technology;4;4200;Cash;12/03/2022;Viaport Outlet;16800;2022;3;2022-03;1;Young
I123471;C257469;Female;26;Food & Beverage;5;26.15;Debit Card;25/03/2022;Kanyon;130.75;2022;3;2022-03;1;Adult
I259780;C795627;Female;37;Clothing;5;1500.4;Cash;27/09/2021;Istinye Park;7502;2021;9;2021-09;3;Adult
I276581;C194674;Female;47;Cosmetics;1;40.66;Credit Card;14/11/2021;Istinye Park;40.66;2021;11;2021-11;4;Senior
I187144;C774214;Female;40;Toys;1;35.84;Credit Card;29/05/2022;Metropol AVM;35.84;2022;5;2022-05;2;Adult
I200005;C120804;Female;58;Food & Beverage;1;5.23;Debit Card;9/03/2021;Kanyon;5.23;2021;3;2021-03;1;Senior
I246910;C156004;Male;32;Books;2;30.3;Cash;12/02/2022;Istinye Park;60.6;2022;2;2022-02;1;Adult
I274783;C596756;Female;36;Clothing;1;300.08;Credit Card;7/03/2022;Metrocity;300.08;2022;3;2022-03;1;Adult
I258186;C251433;Female;56;Toys;4;143.36;Debit Card;5/02/2021;Metrocity;573.44;2021;2;2021-02;1;Senior
I149861;C288298;Female;41;Clothing;4;1200.32;Credit Card;5/12/2022;Kanyon;4801.28;2022;12;2022-12;4;Adult
I678783;C148675;Female;34;Food & Beverage;5;26.15;Debit Card;14/04/2021;Mall of Istanbul;130.75;2021;4;2021-04;2;Adult
I283199;C270726;Female;37;Clothing;5;1500.4;Credit Card;4/10/2021;Mall of Istanbul;7502;2021;10;2021-10;4;Adult
I262240;C105474;Female;55;Cosmetics;1;40.66;Credit Card;15/01/2023;Mall of Istanbul;40.66;2023;1;2023-01;1;Senior
I255066;C829423;Female;25;Shoes;2;1200.34;Cash;7/06/2022;Kanyon;2400.68;2022;6;2022-06;2;Adult
I110699;C111251;Female;50;Clothing;4;1200.32;Cash;7/11/2022;Istinye Park;4801.28;2022;11;2022-11;4;Senior
I172592;C269506;Male;66;Shoes;3;1800.51;Cash;5/07/2021;Zorlu Center;5401.53;2021;7;2021-07;3;Senior
I197048;C127041;Male;52;Clothing;1;300.08;Cash;22/10/2022;Istinye Park;300.08;2022;10;2022-10;4;Senior
I846448;C870412;Female;24;Cosmetics;1;40.66;Debit Card;24/02/2023;Emaar Square Mall;40.66;2023;2;2023-02;1;Young
I255738;C108367;Male;52;Food & Beverage;3;15.69;Debit Card;12/04/2022;Kanyon;47.07;2022;4;2022-04;2;Senior
I309846;C191673;Male;43;Clothing;3;900.24;Cash;27/02/2021;Mall of Istanbul;2700.72;2021;2;2021-02;1;Adult
I230210;C979970;Male;41;Cosmetics;1;40.66;Cash;31/03/2021;Cevahir AVM;40.66;2021;3;2021-03;1;Adult
I338832;C324708;Female;28;Clothing;5;1500.4;Credit Card;16/03/2021;Metrocity;7502;2021;3;2021-03;1;Adult
I701994;C289614;Male;31;Food & Beverage;1;5.23;Cash;9/02/2023;Forum Istanbul;5.23;2023;2;2023-02;1;Adult
I116064;C103877;Female;41;Shoes;3;1800.51;Credit Card;28/02/2021;Metropol AVM;5401.53;2021;2;2021-02;1;Adult
I233553;C264659;Male;21;Cosmetics;3;121.98;Cash;26/03/2022;Metrocity;365.94;2022;3;2022-03;1;Young
I334498;C108756;Female;45;Cosmetics;3;121.98;Credit Card;27/01/2023;Istinye Park;365.94;2023;1;2023-01;1;Adult
I210221;C253975;Female;41;Books;3;45.45;Cash;29/03/2021;Istinye Park;136.35;2021;3;2021-03;1;Adult
I107367;C773134;Male;42;Clothing;3;900.24;Cash;21/01/2021;Metrocity;2700.72;2021;1;2021-01;1;Adult
I240053;C433673;Male;50;Cosmetics;1;40.66;Credit Card;22/05/2022;Metrocity;40.66;2022;5;2022-05;2;Senior
I198312;C271450;Female;42;Clothing;3;900.24;Cash;7/03/2022;Kanyon;2700.72;2022;3;2022-03;1;Adult
I111670;C327098;Female;25;Clothing;2;600.16;Credit Card;30/07/2022;Kanyon;1200.32;2022;7;2022-07;3;Adult
I631073;C132270;Female;39;Shoes;5;3000.85;Debit Card;10/04/2021;Emaar Square Mall;15004.25;2021;4;2021-04;2;Adult
I304483;C193793;Male;23;Toys;5;179.2;Cash;5/03/2022;Viaport Outlet;896;2022;3;2022-03;1;Young
I110493;C320229;Male;67;Books;2;30.3;Debit Card;20/04/2021;Mall of Istanbul;60.6;2021;4;2021-04;2;Senior
I224918;C275631;Female;42;Food & Beverage;5;26.15;Credit Card;1/11/2022;Kanyon;130.75;2022;11;2022-11;4;Adult
I176867;C462416;Female;63;Clothing;2;600.16;Credit Card;13/02/2023;Metrocity;1200.32;2023;2;2023-02;1;Senior
I225893;C245407;Male;53;Souvenir;4;46.92;Credit Card;10/04/2021;Emaar Square Mall;187.68;2021;4;2021-04;2;Senior
I462596;C269497;Male;32;Food & Beverage;5;26.15;Debit Card;25/05/2022;Metrocity;130.75;2022;5;2022-05;2;Adult
I990095;C190709;Male;43;Shoes;2;1200.34;Debit Card;26/12/2022;Mall of Istanbul;2400.68;2022;12;2022-12;4;Adult
I112841;C291389;Female;22;Clothing;2;600.16;Credit Card;19/05/2021;Metropol AVM;1200.32;2021;5;2021-05;2;Young
I177064;C593370;Male;30;Food & Beverage;4;20.92;Debit Card;21/12/2022;Mall of Istanbul;83.68;2022;12;2022-12;4;Adult
I293058;C303552;Female;20;Clothing;3;900.24;Cash;17/06/2021;Kanyon;2700.72;2021;6;2021-06;2;Young
I714982;C747740;Female;40;Cosmetics;2;81.32;Credit Card;23/11/2022;Istinye Park;162.64;2022;11;2022-11;4;Adult
I259581;C791362;Male;61;Clothing;4;1200.32;Credit Card;19/03/2021;Kanyon;4801.28;2021;3;2021-03;1;Senior
I272468;C132400;Male;44;Clothing;5;1500.4;Cash;30/08/2022;Zorlu Center;7502;2022;8;2022-08;3;Adult
I773945;C677850;Female;55;Cosmetics;4;162.64;Cash;12/12/2022;Metropol AVM;650.56;2022;12;2022-12;4;Senior
I488800;C263908;Female;54;Food & Beverage;2;10.46;Credit Card;11/10/2021;Istinye Park;20.92;2021;10;2021-10;4;Senior
I539167;C205165;Male;23;Toys;3;107.52;Cash;16/12/2021;Zorlu Center;322.56;2021;12;2021-12;4;Young
I614933;C290106;Female;61;Clothing;1;300.08;Cash;5/05/2021;Cevahir AVM;300.08;2021;5;2021-05;2;Senior
I307328;C174747;Male;37;Clothing;1;300.08;Cash;14/05/2022;Mall of Istanbul;300.08;2022;5;2022-05;2;Adult
I195795;C191147;Female;43;Food & Beverage;2;10.46;Cash;21/11/2022;Viaport Outlet;20.92;2022;11;2022-11;4;Adult
I316501;C249906;Male;33;Shoes;4;2400.68;Cash;13/11/2022;Mall of Istanbul;9602.72;2022;11;2022-11;4;Adult
I105482;C129846;Male;18;Clothing;5;1500.4;Cash;17/08/2021;Mall of Istanbul;7502;2021;8;2021-08;3;Young
I269076;C155333;Female;30;Toys;1;35.84;Debit Card;20/08/2021;Forum Istanbul;35.84;2021;8;2021-08;3;Adult
I235877;C272155;Female;68;Toys;5;179.2;Debit Card;6/03/2021;Mall of Istanbul;896;2021;3;2021-03;1;Senior
I323413;C266213;Male;34;Clothing;1;300.08;Debit Card;9/01/2022;Kanyon;300.08;2022;1;2022-01;1;Adult
I404845;C622685;Female;34;Books;1;15.15;Credit Card;9/04/2021;Forum Istanbul;15.15;2021;4;2021-04;2;Adult
I249846;C832010;Female;59;Food & Beverage;2;10.46;Debit Card;17/02/2023;Kanyon;20.92;2023;2;2023-02;1;Senior
I110354;C288597;Female;22;Clothing;5;1500.4;Debit Card;18/08/2022;Mall of Istanbul;7502;2022;8;2022-08;3;Young
I175688;C259229;Female;30;Cosmetics;5;203.3;Debit Card;10/09/2022;Kanyon;1016.5;2022;9;2022-09;3;Adult
I467431;C724217;Female;50;Toys;3;107.52;Debit Card;25/06/2021;Metropol AVM;322.56;2021;6;2021-06;2;Senior
I175461;C913425;Female;68;Food & Beverage;3;15.69;Cash;26/10/2022;Kanyon;47.07;2022;10;2022-10;4;Senior
I157207;C255828;Female;49;Clothing;1;300.08;Cash;22/02/2022;Cevahir AVM;300.08;2022;2;2022-02;1;Senior
I193060;C219791;Male;38;Toys;5;179.2;Credit Card;18/05/2022;Mall of Istanbul;896;2022;5;2022-05;2;Adult
I255430;C981925;Male;51;Cosmetics;3;121.98;Debit Card;13/02/2023;Mall of Istanbul;365.94;2023;2;2023-02;1;Senior
I165932;C237757;Male;44;Cosmetics;3;121.98;Credit Card;4/03/2023;Cevahir AVM;365.94;2023;3;2023-03;1;Adult
I123656;C238083;Male;64;Clothing;2;600.16;Cash;21/04/2022;Kanyon;1200.32;2022;4;2022-04;2;Senior
I338093;C306266;Female;31;Clothing;4;1200.32;Credit Card;27/07/2022;Mall of Istanbul;4801.28;2022;7;2022-07;3;Adult
I543510;C199858;Female;34;Technology;1;1050;Debit Card;27/01/2022;Kanyon;1050;2022;1;2022-01;1;Adult
I177444;C179915;Male;40;Clothing;3;900.24;Debit Card;9/01/2023;Emaar Square Mall;2700.72;2023;1;2023-01;1;Adult
I248527;C307014;Female;58;Shoes;1;600.17;Credit Card;30/05/2021;Viaport Outlet;600.17;2021;5;2021-05;2;Senior
I103907;C280853;Male;56;Clothing;4;1200.32;Cash;4/10/2022;Forum Istanbul;4801.28;2022;10;2022-10;4;Senior
I109766;C106066;Female;57;Food & Beverage;5;26.15;Cash;6/11/2022;Metrocity;130.75;2022;11;2022-11;4;Senior
I195981;C257683;Female;38;Shoes;1;600.17;Credit Card;6/08/2021;Kanyon;600.17;2021;8;2021-08;3;Adult
I583553;C364009;Female;55;Souvenir;3;35.19;Debit Card;24/11/2021;Mall of Istanbul;105.57;2021;11;2021-11;4;Senior
